test_path, alpha, beta, total_weighted_sum, total_computation_time, total_pred_time, total_opti_time, self.precision*100 
./sample_data/real/modi_BPI_2012_2012-03-01.csv, 1.0, 1.0, 5186, 703.3929395675659, 696.5577697753906, 6.835169792175293, 0.0%
./sample_data/real/modi_BPI_2012_2012-03-02.csv, 1.0, 1.0, 4134, 618.5445683002472, 611.7514390945435, 6.793129205703735, 0.0% 
./sample_data/real/modi_BPI_2012_2012-03-03.csv, 1.0, 1.0, 2397, 468.14175748825073, 462.10664892196655, 6.03510856628418, 0.0% 
./sample_data/real/modi_BPI_2012_2012-03-04.csv, 1.0, 1.0, 140, 18.56476616859436, 13.397841691970825, 5.166924476623535, 0.0% 
./sample_data/real/modi_BPI_2012_2012-03-05.csv, 1.0, 1.0, 2078, 275.98236560821533, 270.25076842308044, 5.731597185134888, 0.0% 
./sample_data/real/modi_BPI_2012_2012-03-06.csv, 1.0, 1.0, 3193, 389.47590589523315, 383.3941955566406, 6.081710338592529, 0.0% 
./sample_data/real/modi_BPI_2012_2012-03-07.csv, 1.0, 1.0, 1699, 202.09613609313965, 196.45899200439453, 5.637144088745117, 0.0% 
./sample_data/real/modi_BPI_2012_2012-03-08.csv, 1.0, 1.0, 2498, 343.7559368610382, 337.8351135253906, 5.920823335647583, 0.0% 
./sample_data/real/modi_BPI_2012_2012-03-09.csv, 1.0, 1.0, 3460, 410.38691091537476, 404.28687167167664, 6.10003924369812, 0.0% 
./sample_data/real/modi_BPI_2012_2012-03-10.csv, 1.0, 1.0, 1540, 241.50132060050964, 235.7545611858368, 5.746759414672852, 0.0% 
./sample_data/real/modi_BPI_2012_2012-03-11.csv, 1.0, 1.0, 185, 22.812681913375854, 17.629603147506714, 5.183078765869141, 0.0% 
./sample_data/real/modi_BPI_2012_2012-03-12.csv, 1.0, 1.0, 1658, 178.48182129859924, 172.96385169029236, 5.517969608306885, 0.0% 
./sample_data/real/modi_BPI_2012_2012-03-13.csv, 1.0, 1.0, 1768, 194.92482376098633, 189.17639994621277, 5.74842381477356, 0.0% 
./sample_data/real/modi_BPI_2012_2012-03-14.csv, 1.0, 1.0, 2152, 273.6022753715515, 267.58914279937744, 6.013132572174072, 0.0% 
